"STATION_ID;""SITE_NAME"";""ZDALY_GAS_BRAND"";""ADDRESS"";""CITY"";""STATE"";""ZIP"";""COUNTY_NAME"";""PRICING_ZONE"";""CLUSTER_MEDIAN_PRICE"";""CLIENT_MARKET_PRICE"";""LATITUDE"";""LONGITUDE"""
"596;""7427 | (Real Mezquital)"";Petro 7;Avenida Constitución S/N;Apodaca;Nuevo León;""66632"";ZM Monterrey;""35_Nuev_ón"";8.53;8.75;25.76412;-100.243"
"555;""7421 | (Andromeda)"";Petro 7;Avenida Andrómeda S/N;Apodaca;Nuevo León;""66635"";ZM Monterrey;""29_Nuev_ón"";8.675;8.7;25.79039;-100.261"
"609;""7544 | (Afganistan)"";Petro 7;Avenida Afganistán No. 1163;Apodaca;Nuevo León;""66635"";ZM Monterrey;""29_Nuev_ón"";8.68;8.68;25.78408;-100.2486"
"428;""6021 | (Milimex)"";Petro 7;Avenida Miguel Alemán No. 1000;Apodaca;Nuevo León;""66637"";ZM Monterrey;""39_Nuev_ón"";9.11;9.36;25.75267;-100.1985"
"609;""7544 | (Afganistan)"";Petro 7;Avenida Afganistán No. 1163;Apodaca;Nuevo León;""66635"";ZM Monterrey;""18_Nuev_ón"";9.125;8.71;25.78408;-100.2486"
"451;""7523 | (I. Sepulveda)"";Petro 7;Carretera Miguel Alemán No. 610;Apodaca;Nuevo León;""66633"";ZM Monterrey;""25_Nuev_ón"";9.14;9.14;25.73631465;-100.20841661"
"594;""6106 | (San Isidro)"";Petro 7;Carretera Apodaca-Benito Juárez No. 1101;Apodaca;Nuevo León;""66600"";ZM Monterrey;""21_Nuev_ón"";9.2;9.2;25.70155;-100.1302"
"581;""8892 | (Aeropuerto del Norte)"";Petro 7;Carretera a Laredo No. 3364 Km 21+176;Apodaca;Nuevo León;""66600"";ZM Monterrey;""38_Nuev_ón"";9.21;9.21;25.86027;-100.2367"
"487;""6091 | (Aeropuerto del Norte II)"";Petro 7;Carretera a Laredo Km 20;Apodaca;Nuevo León;""66600"";ZM Monterrey;""38_Nuev_ón"";9.21;9.21;25.85541;-100.24"
"621;""6112 | (Campo Militar)"";Petro 7;Carretera Monterrey - Laredo Km 19.8;Apodaca;Nuevo León;""66604"";ZM Monterrey;""38_Nuev_ón"";9.21;9.35;25.84843;-100.245"
"458;""8538 | (Orquidea)"";Petro 7;Orquídea No. 538;Apodaca;Nuevo León;""66647"";ZM Monterrey;""41_Nuev_ón"";9.215;9.19;25.70878;-100.1629"
"492;""6132 | (Gaspar Castaño y Antiguo Camino a San Miguel)"";Petro 7;Gaspar Castaño No. 1000;Apodaca;Nuevo León;""66649"";ZM Monterrey;""41_Nuev_ón"";9.215;9.19;25.71746;-100.1685"
"489;""6008 | (Prologis Park)"";Petro 7;Carretera Miguel Alemán No. 1000;Apodaca;Nuevo León;""66600"";ZM Monterrey;""37_Nuev_ón"";9.22;9.22;25.7805;-100.1759"
"450;""7512 | (Agua Fria)"";Petro 7;Carretera Miguel Alemán No. 1001;Apodaca;Nuevo León;""66200"";ZM Monterrey;""37_Nuev_ón"";9.22;9.26;25.78579;-100.1586"
"492;""6132 | (Gaspar Castaño y Antiguo Camino a San Miguel)"";Petro 7;Gaspar Castaño No. 1000;Apodaca;Nuevo León;""66649"";ZM Monterrey;""47_Nuev_ón"";9.28;9.23;25.71746;-100.1685"
"458;""8538 | (Orquidea)"";Petro 7;Orquídea No. 538;Apodaca;Nuevo León;""66647"";ZM Monterrey;""47_Nuev_ón"";9.28;9.24;25.70878;-100.1629"
"603;""7477 | (Balcones del Norte)"";Petro 7;Carretera a Laredo No. 1600;Apodaca;Nuevo León;""66056"";ZM Monterrey;""48_Nuev_ón"";9.35;9.41;25.82103;-100.264"
"428;""6021 | (Milimex)"";Petro 7;Avenida Miguel Alemán No. 1000;Apodaca;Nuevo León;""66637"";ZM Monterrey;""53_Nuev_ón"";9.37;9.37;25.75267;-100.1985"
"555;""7421 | (Andromeda)"";Petro 7;Avenida Andrómeda S/N;Apodaca;Nuevo León;""66635"";ZM Monterrey;""18_Nuev_ón"";9.46;8.73;25.79039;-100.261"
"594;""6106 | (San Isidro)"";Petro 7;Carretera Apodaca-Benito Juárez No. 1101;Apodaca;Nuevo León;""66600"";ZM Monterrey;""47_Nuev_ón"";9.475;9.24;25.70155;-100.1302"
"515;""8834 | (Rodhesia)"";Petro 7;Avenida Rodhesia No. 501;Apodaca;Nuevo León;""66640"";ZM Monterrey;""47_Nuev_ón"";9.475;9.71;25.73066;-100.1625"
"451;""7523 | (I. Sepulveda)"";Petro 7;Carretera Miguel Alemán No. 610;Apodaca;Nuevo León;""66633"";ZM Monterrey;""27_Nuev_ón"";9.48;9.11;25.73631465;-100.20841661"
"489;""6008 | (Prologis Park)"";Petro 7;Carretera Miguel Alemán No. 1000;Apodaca;Nuevo León;""66600"";ZM Monterrey;""39_Nuev_ón"";9.54;9.46;25.7805;-100.1759"
"450;""7512 | (Agua Fria)"";Petro 7;Carretera Miguel Alemán No. 1001;Apodaca;Nuevo León;""66200"";ZM Monterrey;""39_Nuev_ón"";9.54;9.54;25.78579;-100.1586"
"573;""6073 | (El Sabinal)"";Petro 7;Avenida Luis Donaldo Colosio No. 100;Apodaca;Nuevo León;""66640"";ZM Monterrey;""44_Nuev_ón"";9.56;9.51;25.75881;-100.1725"
"515;""8834 | (Rodhesia)"";Petro 7;Avenida Rodhesia No. 501;Apodaca;Nuevo León;""66640"";ZM Monterrey;""25_Nuev_ón"";9.7;9.7;25.73066;-100.1625"
"6472;""6303 | (LAS SALINAS)"";Petro 7;Carretera Cadereyta-Hacienda Chihuahua No. 1002;Cadereyta Jiménez;Nuevo León;""67484"";ZM Monterrey;""9_Nuev_ón"";8.65;8.65;25.56279;-99.97826"
"7888;""6302 | (LA LOPEZ)"";Petro 7;Prolongación Benito Juárez No. 403;Cadereyta Jiménez;Nuevo León;""67450"";ZM Monterrey;""5_Nuev_ón"";8.795;8.72;25.57028;-100.0145"
"13579;""6198 | (Carr. Cadereyta - Allende KM 900)"";Petro 7;Boulevard Revolución Km 900;Cadereyta Jiménez;Nuevo León;""67480"";ZM Monterrey;""5_Nuev_ón"";8.795;8.79;25.5821;-100.0024"
"9354;""6304 | (GASOLINERA JUDEL MONTERREY)"";Petro 7;Juárez No. 915;Cadereyta Jiménez;Nuevo León;""67450"";ZM Monterrey;""5_Nuev_ón"";8.795;8.8;25.5926;-100.0126"
"10247;""6305 | (GASOLINERA JUDEL CHIHUAHUITA)"";Petro 7;Cuauhtemoc No. 716;Cadereyta Jiménez;Nuevo León;""67480"";ZM Monterrey;""5_Nuev_ón"";8.795;8.84;25.58308;-99.99425"
"6472;""6303 | (LAS SALINAS)"";Petro 7;Carretera Cadereyta-Hacienda Chihuahua No. 1002;Cadereyta Jiménez;Nuevo León;""67484"";ZM Monterrey;""7_Nuev_ón"";8.825;8.74;25.56279;-99.97826"
"7888;""6302 | (LA LOPEZ)"";Petro 7;Prolongación Benito Juárez No. 403;Cadereyta Jiménez;Nuevo León;""67450"";ZM Monterrey;""4_Nuev_ón"";8.835;8.76;25.57028;-100.0145"
"13579;""6198 | (Carr. Cadereyta - Allende KM 900)"";Petro 7;Boulevard Revolución Km 900;Cadereyta Jiménez;Nuevo León;""67480"";ZM Monterrey;""4_Nuev_ón"";8.835;8.83;25.5821;-100.0024"
"9354;""6304 | (GASOLINERA JUDEL MONTERREY)"";Petro 7;Juárez No. 915;Cadereyta Jiménez;Nuevo León;""67450"";ZM Monterrey;""4_Nuev_ón"";8.835;8.84;25.5926;-100.0126"
"10247;""6305 | (GASOLINERA JUDEL CHIHUAHUITA)"";Petro 7;Cuauhtemoc No. 716;Cadereyta Jiménez;Nuevo León;""67480"";ZM Monterrey;""4_Nuev_ón"";8.835;8.89;25.58308;-99.99425"
"1917;""6316 | (Servicio Cadereyta)"";Petro 7;Autopista Monterrey-Reynosa Km 337;Cadereyta Jiménez;Nuevo León;""67451"";ZM Monterrey;""14_Nuev_ón"";8.92;8.92;25.60259;-99.97349"
"1917;""6316 | (Servicio Cadereyta)"";Petro 7;Autopista Monterrey-Reynosa Km 337;Cadereyta Jiménez;Nuevo León;""67451"";ZM Monterrey;""13_Nuev_ón"";8.96;8.96;25.60259;-99.97349"
"1281;""6143 | (Heberto Castillo y Hacienda del Sol)"";Petro 7;Avenida Hacienda del Sol No. 200-B;García;Nuevo León;""66003"";ZM Monterrey;""18_Nuev_ón"";9.46;9.46;25.78245;-100.5763"
"597;""8681 | (Privadas Las Villas)"";Petro 7;Boulevard Heberto Castillo No. 1000;García;Nuevo León;""66600"";ZM Monterrey;""18_Nuev_ón"";9.46;9.46;25.78744;-100.5805"
"22869;""6251 | (Libramiento Lincoln)"";Petro 7;LIBRAMIENTO NOROESTE KM. 15.100;García;Nuevo León;""66036"";ZM Monterrey;""0_Nuev_ón"";9.47;9.47;25.77638;-100.4587"
"1281;""6143 | (Heberto Castillo y Hacienda del Sol)"";Petro 7;Avenida Hacienda del Sol No. 200-B;García;Nuevo León;""66003"";ZM Monterrey;""16_Nuev_ón"";9.63;9.73;25.78245;-100.5763"
"597;""8681 | (Privadas Las Villas)"";Petro 7;Boulevard Heberto Castillo No. 1000;García;Nuevo León;""66600"";ZM Monterrey;""16_Nuev_ón"";9.63;9.73;25.78744;-100.5805"
"21991;""6249 | (LIBRAMIENTO A LAS PEDRERAS)"";Petro 7;"""";General Escobedo;Nuevo León;""66050"";ZM Monterrey;""1_Nuev_ón"";8.49;8.49;25.8129;-100.3797"
"589;""6141 | (Grasual (Raúl Salinas y Compostela))"";Petro 7;Avenida Raúl Salinas No. 299;General Escobedo;Nuevo León;""66056"";ZM Monterrey;""31_Nuev_ón"";8.64;9.02;25.78637;-100.3206"
"547;""7350 | (Villa del Parque)"";Petro 7;Avenida Raúl Salinas Lozano No. 193;General Escobedo;Nuevo León;""66070"";ZM Monterrey;""31_Nuev_ón"";8.64;9.24;25.77943;-100.318"
"1284;""6068 | (Juarez)"";Petro 7;Boulevard Benito Juárez No. 106;General Escobedo;Nuevo León;""66050"";ZM Monterrey;""31_Nuev_ón"";8.64;9.43;25.79136;-100.3057"
"589;""6141 | (Grasual (Raúl Salinas y Compostela))"";Petro 7;Avenida Raúl Salinas No. 299;General Escobedo;Nuevo León;""66056"";ZM Monterrey;""22_Nuev_ón"";8.72;8.6;25.78637;-100.3206"
"547;""7350 | (Villa del Parque)"";Petro 7;Avenida Raúl Salinas Lozano No. 193;General Escobedo;Nuevo León;""66070"";ZM Monterrey;""22_Nuev_ón"";8.72;8.85;25.77943;-100.318"
"1284;""6068 | (Juarez)"";Petro 7;Boulevard Benito Juárez No. 106;General Escobedo;Nuevo León;""66050"";ZM Monterrey;""22_Nuev_ón"";8.72;9.14;25.79136;-100.3057"
"439;""6067 | (Colombia)"";Petro 7;Carretera a Colombia No. 400;General Escobedo;Nuevo León;""66050"";ZM Monterrey;""24_Nuev_ón"";9.225;9.36;25.77202;-100.2918"
"513;""6064 | (Arco Vial)"";Petro 7;Libramiento Monterrey - Saltillo No. 1700 Km 31.500;General Escobedo;Nuevo León;""66058"";ZM Monterrey;""48_Nuev_ón"";9.35;9.15;25.82599;-100.2875"
"13582;""6157 | (Carretera Colombia y Porfirio Diaz)"";Petro 7;Carretera Colombia No 4390;General Escobedo;Nuevo León;""66050"";ZM Monterrey;""48_Nuev_ón"";9.35;9.35;25.84832;-100.2929"
"590;""6069 | (Sucursal)"";Petro 7;Evaristo Caballero No. 3299;General Escobedo;Nuevo León;""66058"";ZM Monterrey;""48_Nuev_ón"";9.35;9.35;25.82625;-100.2963"
"448;""7466 | (Carr. a Colombia)"";Petro 7;Carretera a Colombia No. 3100;General Escobedo;Nuevo León;""66050"";ZM Monterrey;""48_Nuev_ón"";9.35;9.41;25.81873;-100.2944"
"439;""6067 | (Colombia)"";Petro 7;Carretera a Colombia No. 400;General Escobedo;Nuevo León;""66050"";ZM Monterrey;""30_Nuev_ón"";9.56;9.68;25.77202;-100.2918"
"561;""6105 | (La Silla (Santa Maria))"";Petro 7;Avenida Pablo Livas No. 101;Guadalupe;Nuevo León;""67198"";ZM Monterrey;""7_Nuev_ón"";8.395;7.93;25.65562;-100.184"
"4528;""6234 | (Guadalupe (Av. Eloy Cavazos y Sierra de Lampazos))"";Petro 7;Avenida Eloy Cavazos 7890;Guadalupe;Nuevo León;""67192"";ZM Monterrey;""10_Nuev_ón"";8.415;8.22;25.6463;-100.1796"
"432;""8783 | (Palacio Federal)"";Petro 7;Avenida Benito Juárez No. 701;Guadalupe;Nuevo León;""67100"";ZM Monterrey;""16_Nuev_ón"";8.51;8.51;25.68003;-100.2656"
"520;""6107 | (Santa Margarita)"";Petro 7;Avenida Chapultepec No. 816;Guadalupe;Nuevo León;""67140"";ZM Monterrey;""16_Nuev_ón"";8.51;9.1;25.66576;-100.2664"
"4528;""6234 | (Guadalupe (Av. Eloy Cavazos y Sierra de Lampazos))"";Petro 7;Avenida Eloy Cavazos 7890;Guadalupe;Nuevo León;""67192"";ZM Monterrey;""11_Nuev_ón"";8.54;8.16;25.6463;-100.1796"
"432;""8783 | (Palacio Federal)"";Petro 7;Avenida Benito Juárez No. 701;Guadalupe;Nuevo León;""67100"";ZM Monterrey;""19_Nuev_ón"";8.635;8.58;25.68003;-100.2656"
"520;""6107 | (Santa Margarita)"";Petro 7;Avenida Chapultepec No. 816;Guadalupe;Nuevo León;""67140"";ZM Monterrey;""19_Nuev_ón"";8.635;9.17;25.66576;-100.2664"
"538;""7363 | (Coahuila)"";Petro 7;Carretera Reynosa No. 251;Guadalupe;Nuevo León;""67190"";ZM Monterrey;""3_Nuev_ón"";8.68;8.58;25.66026;-100.1466"
"11414;""6265 | (La Roca)"";Petro 7;Avenida Benito Juárez No. 4320;Guadalupe;Nuevo León;""67180"";ZM Monterrey;""7_Nuev_ón"";8.71;8.68;25.67444;-100.2132"
"11414;""6265 | (La Roca)"";Petro 7;Avenida Benito Juárez No. 4320;Guadalupe;Nuevo León;""67180"";ZM Monterrey;""6_Nuev_ón"";8.76;8.76;25.67444;-100.2132"
"474;""6022 | (Federalismo)"";Petro 7;Avenida Benito Juárez No. 611;Guadalupe;Nuevo León;""67199"";ZM Monterrey;""7_Nuev_ón"";8.8;8.8;25.66857;-100.1769"
"558;""7320 | (Olmeca)"";Petro 7;Avenida Benito Juárez No. 1601;Guadalupe;Nuevo León;""67150"";ZM Monterrey;""34_Nuev_ón"";8.91;8.91;25.6788;-100.2365"
"538;""7363 | (Coahuila)"";Petro 7;Carretera Reynosa No. 251;Guadalupe;Nuevo León;""67190"";ZM Monterrey;""46_Nuev_ón"";9.0;8.66;25.66026;-100.1466"
"561;""6105 | (La Silla (Santa Maria))"";Petro 7;Avenida Pablo Livas No. 101;Guadalupe;Nuevo León;""67198"";ZM Monterrey;""42_Nuev_ón"";9.03;7.88;25.65562;-100.184"
"1282;""6214 | (Dulni (Rayón y Porvenir))"";Petro 7;Rayón No. 401;Guadalupe;Nuevo León;""67110"";ZM Monterrey;""39_Nuev_ón"";9.11;9.02;25.69165;-100.2215"
"486;""8734 | (Las Sabinas)"";Petro 7;Boulevard Miguel de La Madrid Km 8 Lado Sur;Guadalupe;Nuevo León;""67116"";ZM Monterrey;""39_Nuev_ón"";9.11;9.11;25.69145;-100.1952"
"571;""7167 | (Mexico)"";Petro 7;Avenida México No. 100;Guadalupe;Nuevo León;""67113"";ZM Monterrey;""25_Nuev_ón"";9.14;9.14;25.72328;-100.1915"
"481;""7533 | (Miguel de La Madrid)"";Petro 7;Autopista Monterrey - Cadereyta Km 10 No. 1310;Guadalupe;Nuevo León;""67115"";ZM Monterrey;""41_Nuev_ón"";9.215;9.24;25.69438;-100.1764"
"461;""8680 | (Palma Gorda)"";Petro 7;Autopista Monterrey - Reynosa Km 10 No. 1321;Guadalupe;Nuevo León;""67100"";ZM Monterrey;""41_Nuev_ón"";9.215;9.34;25.69495;-100.1733"
"558;""7320 | (Olmeca)"";Petro 7;Avenida Benito Juárez No. 1601;Guadalupe;Nuevo León;""67150"";ZM Monterrey;""15_Nuev_ón"";9.265;8.97;25.6788;-100.2365"
"481;""7533 | (Miguel de La Madrid)"";Petro 7;Autopista Monterrey - Cadereyta Km 10 No. 1310;Guadalupe;Nuevo León;""67115"";ZM Monterrey;""47_Nuev_ón"";9.28;9.28;25.69438;-100.1764"
"461;""8680 | (Palma Gorda)"";Petro 7;Autopista Monterrey - Reynosa Km 10 No. 1321;Guadalupe;Nuevo León;""67100"";ZM Monterrey;""47_Nuev_ón"";9.28;9.39;25.69495;-100.1733"
"13580;""6213 | (Av. Central y Francisco I. Madero)"";Petro 7;Avenida Central No. 2513;Guadalupe;Nuevo León;""66655"";ZM Monterrey;""4_Nuev_ón"";9.32;9.32;25.81581;-100.1086"
"13580;""6213 | (Av. Central y Francisco I. Madero)"";Petro 7;Avenida Central No. 2513;Guadalupe;Nuevo León;""66655"";ZM Monterrey;""3_Nuev_ón"";9.34;9.34;25.81581;-100.1086"
"1282;""6214 | (Dulni (Rayón y Porvenir))"";Petro 7;Rayón No. 401;Guadalupe;Nuevo León;""67110"";ZM Monterrey;""15_Nuev_ón"";9.4;9.39;25.69165;-100.2215"
"486;""8734 | (Las Sabinas)"";Petro 7;Boulevard Miguel de La Madrid Km 8 Lado Sur;Guadalupe;Nuevo León;""67116"";ZM Monterrey;""15_Nuev_ón"";9.4;9.52;25.69145;-100.1952"
"571;""7167 | (Mexico)"";Petro 7;Avenida México No. 100;Guadalupe;Nuevo León;""67113"";ZM Monterrey;""27_Nuev_ón"";9.48;9.11;25.72328;-100.1915"
"474;""6022 | (Federalismo)"";Petro 7;Avenida Benito Juárez No. 611;Guadalupe;Nuevo León;""67199"";ZM Monterrey;""42_Nuev_ón"";9.51;9.45;25.66857;-100.1769"
"437;""6138 | (Acueducto y Santa Isabel)"";Petro 7;Avenida Acueducto No. 801 Y 803;Juárez;Nuevo León;""67280"";ZM Monterrey;""11_Nuev_ón"";7.96;7.96;25.62543;-100.1731"
"517;""7374 | (Eloy Cavazos)"";Petro 7;Avenida Eloy Cavazos S/N;Juárez;Nuevo León;""67195"";ZM Monterrey;""10_Nuev_ón"";8.415;8.04;25.64484;-100.1696"
"3811;""6260 | (Geld)"";Petro 7;Antiguo Camino a San Roque Km 2.9 1200 A;Juárez;Nuevo León;""67277"";ZM Monterrey;""10_Nuev_ón"";8.415;8.61;25.63927;-100.1528"
"517;""7374 | (Eloy Cavazos)"";Petro 7;Avenida Eloy Cavazos S/N;Juárez;Nuevo León;""67195"";ZM Monterrey;""11_Nuev_ón"";8.54;7.96;25.64484;-100.1696"
"3811;""6260 | (Geld)"";Petro 7;Antiguo Camino a San Roque Km 2.9 1200 A;Juárez;Nuevo León;""67277"";ZM Monterrey;""11_Nuev_ón"";8.54;8.54;25.63927;-100.1528"
"3812;""6259 | (Carma)"";Petro 7;Carretera a San Roque Km 2.9 No. 1200;Juárez;Nuevo León;""67277"";ZM Monterrey;""13_Nuev_ón"";8.66;8.66;25.64062;-100.1515"
"19022;""6223 | (Prol. Eloy Cavazos II)"";Petro 7;Prolongación Eloy Cavazos No. 3200;Juárez;Nuevo León;""67275"";ZM Monterrey;""3_Nuev_ón"";8.68;8.68;25.63159;-100.128"
"463;""7418 | (San Roque)"";Petro 7;Carretera Los Ebanitos - San Roque No. 500;Juárez;Nuevo León;""67250"";ZM Monterrey;""3_Nuev_ón"";8.68;8.93;25.65684;-100.1361"
"437;""6138 | (Acueducto y Santa Isabel)"";Petro 7;Avenida Acueducto No. 801 Y 803;Juárez;Nuevo León;""67280"";ZM Monterrey;""54_Nuev_ón"";8.72;7.9;25.62543;-100.1731"
"3812;""6259 | (Carma)"";Petro 7;Carretera a San Roque Km 2.9 No. 1200;Juárez;Nuevo León;""67277"";ZM Monterrey;""12_Nuev_ón"";8.725;8.72;25.64062;-100.1515"
"19022;""6223 | (Prol. Eloy Cavazos II)"";Petro 7;Prolongación Eloy Cavazos No. 3200;Juárez;Nuevo León;""67275"";ZM Monterrey;""12_Nuev_ón"";8.725;8.73;25.63159;-100.128"
"463;""7418 | (San Roque)"";Petro 7;Carretera Los Ebanitos - San Roque No. 500;Juárez;Nuevo León;""67250"";ZM Monterrey;""46_Nuev_ón"";9.0;9.0;25.65684;-100.1361"
"606;""8563 | (Solidaridad)"";Petro 7;Avenida Luis Donaldo Colosio S/N Esquina No Reelección;Monterrey;Nuevo León;""64100"";ZM Monterrey;""20_Nuev_ón"";0.45;0.45;25.76518;-100.397"
"624;""8854 | (No Reelección)"";Petro 7;Avenida Luis Donaldo Colosio No. 1100;Monterrey;Nuevo León;""64571"";ZM Monterrey;""20_Nuev_ón"";0.45;0.45;25.76576;-100.3987"
"4573;""6311 | (LOS ASTROS)"";Petro 7;Avenida No Reelección No. 200;Monterrey;Nuevo León;""64108"";ZM Monterrey;""20_Nuev_ón"";0.555;0.57;25.76947;-100.4034"
"523;""6160 | (Albahaca y Luis Donaldo Colosio)"";Petro 7;Avenida Luis Donaldo Colosio No. 100;Monterrey;Nuevo León;""64100"";ZM Monterrey;""20_Nuev_ón"";0.59;0.43;25.77217;-100.3883"
"469;""6123 | (Av. Ruiz Cortines esq. Av. Puerta de Hierro)"";Petro 7;Avenida Ruíz Cortines No. 9000 Y 9000-1;Monterrey;Nuevo León;""64670"";ZM Monterrey;""20_Nuev_ón"";1.26;1.23;25.76333;-100.4128"
"425;""6155 | (Santa Cecilia (Abraham Lincoln y Rangel Frías))"";Petro 7;Avenida Lincoln No. 4512;Monterrey;Nuevo León;""64300"";ZM Monterrey;""29_Nuev_ón"";1.71;1.71;25.7197;-100.359"
"564;""6066 | (Ruiz Cortines (Rangel Frias))"";Petro 7;Avenida Raúl Rangel Frías No. 699;Monterrey;Nuevo León;""64660"";ZM Monterrey;""29_Nuev_ón"";1.99;2.0;25.71314;-100.3628"
"523;""6160 | (Albahaca y Luis Donaldo Colosio)"";Petro 7;Avenida Luis Donaldo Colosio No. 100;Monterrey;Nuevo León;""64100"";ZM Monterrey;""31_Nuev_ón"";8.19;8.01;25.77217;-100.3883"
"4573;""6311 | (LOS ASTROS)"";Petro 7;Avenida No Reelección No. 200;Monterrey;Nuevo León;""64108"";ZM Monterrey;""31_Nuev_ón"";8.19;8.15;25.76947;-100.4034"
"606;""8563 | (Solidaridad)"";Petro 7;Avenida Luis Donaldo Colosio S/N Esquina No Reelección;Monterrey;Nuevo León;""64100"";ZM Monterrey;""31_Nuev_ón"";8.19;8.19;25.76518;-100.397"
"624;""8854 | (No Reelección)"";Petro 7;Avenida Luis Donaldo Colosio No. 1100;Monterrey;Nuevo León;""64571"";ZM Monterrey;""31_Nuev_ón"";8.19;8.19;25.76576;-100.3987"
"540;""6076 | (Minisolidaridad)"";Petro 7;Avenida Luis Donaldo Colosio No. 1000-1;Monterrey;Nuevo León;""64100"";ZM Monterrey;""31_Nuev_ón"";8.19;8.31;25.76277;-100.4024"
"469;""6123 | (Av. Ruiz Cortines esq. Av. Puerta de Hierro)"";Petro 7;Avenida Ruíz Cortines No. 9000 Y 9000-1;Monterrey;Nuevo León;""64670"";ZM Monterrey;""31_Nuev_ón"";8.19;8.9;25.76333;-100.4128"
"608;""6171 | (Prolongación Francisco I. Madero)"";Petro 7;Prolongación Madero No. 4221;Monterrey;Nuevo León;""64590"";ZM Monterrey;""16_Nuev_ón"";8.51;8.43;25.68494;-100.2729"
"608;""6171 | (Prolongación Francisco I. Madero)"";Petro 7;Prolongación Madero No. 4221;Monterrey;Nuevo León;""64590"";ZM Monterrey;""19_Nuev_ón"";8.635;8.5;25.68494;-100.2729"
"426;""6002 | (Cortijo del Rio)"";Petro 7;Avenida Eugenio Garza Sada No. 139;Monterrey;Nuevo León;""64890"";ZM Monterrey;""54_Nuev_ón"";8.72;9.54;25.60693;-100.2683"
"444;""7283 | (Pino Suarez II)"";Petro 7;Avenida Pino Suarez No. 932 Sur;Monterrey;Nuevo León;""64000"";ZM Monterrey;""50_Nuev_ón"";9.065;8.86;25.66751;-100.3207"
"12593;""6307 | (VENUSTIANO)"";Petro 7;Avenida Venustiano Carranza No. 699;Monterrey;Nuevo León;""64000"";ZM Monterrey;""50_Nuev_ón"";9.065;9.27;25.67186;-100.3329"
"12595;""6308 | (REVOLUCIÓN)"";Petro 7;Avenida Revolución No. 2555;Monterrey;Nuevo León;""64830"";ZM Monterrey;""8_Nuev_ón"";9.2;8.99;25.65422;-100.2775"
"1290;""6215 | (Vega (Garza Sada))"";Petro 7;Avenida Eugenio Garza Sada No. 2406 Sur;Monterrey;Nuevo León;""64700"";ZM Monterrey;""8_Nuev_ón"";9.2;9.2;25.65398;-100.2943"
"6545;""6287 | (LADERAS DEL MIRADOR)"";Petro 7;Lázaro Cárdenas 2475;Monterrey;Nuevo León;""64765"";ZM Monterrey;""8_Nuev_ón"";9.2;9.39;25.63396;-100.3067"
"12593;""6307 | (VENUSTIANO)"";Petro 7;Avenida Venustiano Carranza No. 699;Monterrey;Nuevo León;""64000"";ZM Monterrey;""6_Nuev_ón"";9.23;9.23;25.67186;-100.3329"
"566;""6075 | (Volcan)"";Petro 7;Avenida Manuel L. Barragán No. 4908;Monterrey;Nuevo León;""64260"";ZM Monterrey;""28_Nuev_ón"";9.23;9.23;25.72574;-100.3175"
"579;""6127 | (Av. Ruiz Cortines esq. Amado Nervo)"";Petro 7;Avenida Ruiz Cortines No. 700;Monterrey;Nuevo León;""64670"";ZM Monterrey;""28_Nuev_ón"";9.23;9.39;25.70392;-100.3196"
"540;""6076 | (Minisolidaridad)"";Petro 7;Avenida Luis Donaldo Colosio No. 1000-1;Monterrey;Nuevo León;""64100"";ZM Monterrey;""20_Nuev_ón"";9.25;8.74;25.76277;-100.4024"
"566;""6075 | (Volcan)"";Petro 7;Avenida Manuel L. Barragán No. 4908;Monterrey;Nuevo León;""64260"";ZM Monterrey;""26_Nuev_ón"";9.285;9.2;25.72574;-100.3175"
"579;""6127 | (Av. Ruiz Cortines esq. Amado Nervo)"";Petro 7;Avenida Ruiz Cortines No. 700;Monterrey;Nuevo León;""64670"";ZM Monterrey;""26_Nuev_ón"";9.285;9.37;25.70392;-100.3196"
"569;""7003 | (Leones)"";Petro 7;Avenida Paseo de Los Leones No. 300;Monterrey;Nuevo León;""64610"";ZM Monterrey;""27_Nuev_ón"";9.48;9.51;25.69688;-100.3575"
"602;""7429 | (Prolongacion Constitucion)"";Petro 7;Boulevard Díaz Ordaz No. 3111;Monterrey;Nuevo León;""64019"";ZM Monterrey;""27_Nuev_ón"";9.48;9.65;25.67348;-100.3921"
"426;""6002 | (Cortijo del Rio)"";Petro 7;Avenida Eugenio Garza Sada No. 139;Monterrey;Nuevo León;""64890"";ZM Monterrey;""55_Nuev_ón"";9.5;9.5;25.60693;-100.2683"
"569;""7003 | (Leones)"";Petro 7;Avenida Paseo de Los Leones No. 300;Monterrey;Nuevo León;""64610"";ZM Monterrey;""29_Nuev_ón"";9.505;9.88;25.69688;-100.3575"
"12595;""6308 | (REVOLUCIÓN)"";Petro 7;Avenida Revolución No. 2555;Monterrey;Nuevo León;""64830"";ZM Monterrey;""5_Nuev_ón"";9.53;9.37;25.65422;-100.2775"
"1290;""6215 | (Vega (Garza Sada))"";Petro 7;Avenida Eugenio Garza Sada No. 2406 Sur;Monterrey;Nuevo León;""64700"";ZM Monterrey;""5_Nuev_ón"";9.53;9.53;25.65398;-100.2943"
"6545;""6287 | (LADERAS DEL MIRADOR)"";Petro 7;Lázaro Cárdenas 2475;Monterrey;Nuevo León;""64765"";ZM Monterrey;""5_Nuev_ón"";9.53;9.73;25.63396;-100.3067"
